prompt_tokens,generation_tokens,ttft,generation_time,user_id,question_id,launch_time,finish_time
76.0,20.0,0.1193084716796875,0.9921557903289795,3203,1,1746001540.5526056,1746001541.6640713
76.0,20.0,0.11968684196472168,0.9896502494812012,3204,1,1746001557.7535796,1746001558.862918
76.0,20.0,0.08113455772399902,1.0020463466644287,3205,1,1746001575.0113704,1746001576.094552
76.0,20.0,0.13663220405578613,1.0040552616119385,3206,1,1746001592.3620617,1746001593.5027502
76.0,20.0,0.11244702339172363,0.9942245483398438,3207,1,1746001609.6299198,1746001610.7365925
76.0,20.0,0.07341766357421875,0.93180251121521,3219,1,1746001526.0105145,1746001527.0157356
76.0,20.0,0.0852499008178711,0.9937183856964111,3220,1,1746001543.2642992,1746001544.3432684
76.0,20.0,0.07642459869384766,0.9845273494720459,3221,1,1746001560.4670055,1746001561.5279589
76.0,20.0,0.10785269737243652,1.0163648128509521,3222,1,1746001577.823833,1746001578.948052
76.0,20.0,0.10998415946960449,0.9951479434967041,3223,1,1746001595.0763602,1746001596.1814935
76.0,20.0,0.09176087379455566,0.9967291355133057,3224,1,1746001612.3436637,1746001613.4321551
76.0,20.0,0.11815333366394043,0.9327735900878906,3236,1,1746001528.717783,1746001529.768711
76.0,20.0,0.1038503646850586,1.0166418552398682,3237,1,1746001545.9722583,1746001547.092752
76.0,20.0,0.11719417572021484,0.9981529712677002,3238,1,1746001563.276045,1746001564.3913934
76.0,20.0,0.08410191535949707,1.0195691585540771,3239,1,1746001580.5319326,1746001581.6356046
76.0,20.0,0.07976102828979492,0.9929726123809814,3240,1,1746001597.785165,1746001598.8578997
76.0,20.0,0.09518551826477051,1.0053136348724365,3241,1,1746001615.0399864,1746001616.1404886
76.0,20.0,0.11251711845397949,0.9338982105255127,3253,1,1746001531.4255376,1746001532.471954
76.0,20.0,0.12044620513916016,1.019160509109497,3254,1,1746001548.6800518,1746001549.8196595
76.0,20.0,0.09133100509643555,0.9985222816467285,3255,1,1746001565.984283,1746001567.0741374
76.0,20.0,0.07677793502807617,1.0234875679016113,3256,1,1746001583.2406683,1746001584.340935
76.0,20.0,0.09877657890319824,0.9973690509796143,3257,1,1746001600.4940112,1746001601.590158
76.0,20.0,0.10349488258361816,1.0028057098388672,3258,1,1746001617.7474802,1746001618.853782
76.0,20.0,0.10770034790039062,0.980273962020874,3270,1,1746001534.1330373,1746001535.2210133
76.0,20.0,0.10777711868286133,1.0124547481536865,3271,1,1746001551.3904612,1746001552.5106945
76.0,20.0,0.11438179016113281,1.0262842178344727,3272,1,1746001568.6918051,1746001569.832472
76.0,20.0,0.08847784996032715,0.9991986751556396,3273,1,1746001585.9344234,1746001587.022101
76.0,20.0,0.11847925186157227,1.0168077945709229,3274,1,1746001603.2066321,1746001604.3419206
76.0,20.0,0.09640693664550781,1.0006449222564697,3275,1,1746001620.5556278,1746001621.6526804
76.0,20.0,0.0796804428100586,0.9723384380340576,3287,1,1746001536.8409033,1746001537.892923
76.0,20.0,0.10431241989135742,1.0014619827270508,3288,1,1746001554.1382647,1746001555.2440405
76.0,20.0,0.1115260124206543,0.9963119029998779,3289,1,1746001571.4000723,1746001572.5079114
76.0,20.0,0.10773015022277832,0.9980213642120361,3290,1,1746001588.644678,1746001589.7504308
76.0,20.0,0.10226297378540039,1.0188345909118652,3291,1,1746001605.917465,1746001607.0385633
76.0,20.0,0.12255549430847168,1.0002319812774658,3304,1,1746001539.5493462,1746001540.672135
76.0,20.0,0.0755000114440918,0.9980785846710205,3305,1,1746001556.8505023,1746001557.9240813
76.0,20.0,0.09027242660522461,0.9967195987701416,3306,1,1746001574.10855,1746001575.1955428
76.0,20.0,0.09574031829833984,0.9972100257873535,3307,1,1746001591.4574363,1746001592.5503883
76.0,20.0,0.11101245880126953,1.0073904991149902,3308,1,1746001608.7270014,1746001609.845406
76.0,20.0,0.07509708404541016,0.924898624420166,3320,1,1746001525.0076993,1746001526.007696
76.0,20.0,0.09494328498840332,0.9944612979888916,3321,1,1746001542.3618195,1746001543.451225
76.0,20.0,0.09289431571960449,0.9875659942626953,3322,1,1746001559.564506,1746001560.6449678
76.0,20.0,0.12088394165039062,0.9916372299194336,3323,1,1746001576.820076,1746001577.9325986
76.0,20.0,0.11724019050598145,1.0002481937408447,3324,1,1746001594.1715763,1746001595.2890658
76.0,20.0,0.09041047096252441,1.0077335834503174,3325,1,1746001611.4404352,1746001612.5385811
76.0,20.0,0.08424639701843262,0.9376401901245117,3337,1,1746001527.8151083,1746001528.836996
76.0,20.0,0.11852598190307617,0.989048957824707,3338,1,1746001545.0696375,1746001546.1772132
76.0,20.0,0.0894308090209961,0.981989860534668,3339,1,1746001562.3728044,1746001563.444226
76.0,20.0,0.09568500518798828,1.0000028610229492,3340,1,1746001579.6290526,1746001580.7247424
76.0,20.0,0.09388065338134766,0.9908008575439453,3341,1,1746001596.882207,1746001597.96689
76.0,20.0,0.08117341995239258,1.0060675144195557,3342,1,1746001614.149512,1746001615.2367542
76.0,20.0,0.08044028282165527,0.9348256587982178,3354,1,1746001530.5229719,1746001531.5382388
76.0,20.0,0.08750534057617188,0.9942002296447754,3355,1,1746001547.7775028,1746001548.859209
76.0,20.0,0.09781646728515625,0.9983208179473877,3356,1,1746001565.0808682,1746001566.177007
76.0,20.0,0.15638375282287598,0.9978184700012207,3357,1,1746001582.3384645,1746001583.492668
76.0,20.0,0.11266970634460449,0.9920110702514648,3358,1,1746001599.590838,1746001600.6955202
76.0,20.0,0.10629034042358398,1.0018470287322998,3359,1,1746001616.8452485,1746001617.9533868
