prompt_tokens,generation_tokens,ttft,generation_time,user_id,question_id,launch_time,finish_time
75.0,20.0,0.131575345993042,1.1345062255859375,803,1,1745999858.9615624,1745999860.2276454
75.0,20.0,0.09433436393737793,0.9973928928375244,804,1,1745999896.9277525,1745999898.0194812
75.0,20.0,0.09400582313537598,1.076427698135376,819,1,1745999826.9447753,1745999828.1152098
75.0,20.0,0.11155462265014648,0.9763052463531494,820,1,1745999864.9826646,1745999866.0705252
75.0,20.0,0.19250798225402832,1.0588982105255127,821,1,1745999902.949976,1745999904.2013845
75.0,20.0,0.08729076385498047,0.9776105880737305,836,1,1745999832.9611385,1745999834.026041
75.0,20.0,0.12956786155700684,1.0550847053527832,837,1,1745999870.9996367,1745999872.1842906
75.0,20.0,0.1194450855255127,0.9793441295623779,838,1,1745999908.9691958,1745999910.067987
75.0,20.0,0.11371278762817383,1.123720407485962,853,1,1745999838.9786348,1745999840.21607
75.0,20.0,0.12381219863891602,0.9744830131530762,854,1,1745999876.9154124,1745999878.0137093
75.0,20.0,0.10603880882263184,1.124760627746582,855,1,1745999914.9428518,1745999916.1736526
75.0,20.0,0.09703755378723145,0.9827160835266113,870,1,1745999844.9966996,1745999846.0764544
75.0,20.0,0.11586856842041016,1.128007411956787,871,1,1745999882.9850564,1745999884.228934
75.0,20.0,0.1070711612701416,1.1273555755615234,887,1,1745999851.436439,1745999852.6708667
75.0,20.0,0.08391642570495605,0.9770386219024658,888,1,1745999889.0026326,1745999890.0635886
75.0,20.0,0.09149408340454102,0.9750115871429443,904,1,1745999856.9524484,1745999858.018955
75.0,20.0,0.09688258171081543,1.0454003810882568,905,1,1745999894.9218993,1745999896.064183
75.0,20.0,0.08100223541259766,0.9747512340545654,920,1,1745999824.9389772,1745999825.9947324
75.0,20.0,0.11574006080627441,1.136190414428711,921,1,1745999862.9772186,1745999864.22915
75.0,20.0,0.09638547897338867,0.974360466003418,922,1,1745999900.943249,1745999902.0139966
75.0,20.0,0.15304064750671387,1.0332565307617188,937,1,1745999830.9560688,1745999832.1423676
75.0,20.0,0.09221601486206055,0.9801948070526123,938,1,1745999868.994406,1745999870.0668182
75.0,20.0,0.08872556686401367,1.0461523532867432,939,1,1745999906.9635417,1745999908.0984218
75.0,20.0,0.12865805625915527,0.973996639251709,954,1,1745999836.9722319,1745999838.0748878
75.0,20.0,0.12276625633239746,1.1236472129821777,955,1,1745999875.0104876,1745999876.2569027
75.0,20.0,0.10295939445495605,0.9732198715209961,956,1,1745999912.9374244,1745999914.0136046
75.0,20.0,0.10378575325012207,1.134042739868164,971,1,1745999842.991098,1745999844.228928
75.0,20.0,0.10928678512573242,0.98661208152771,972,1,1745999880.9265697,1745999882.0224805
75.0,20.0,0.11760306358337402,0.993180513381958,973,1,1745999918.9537497,1745999920.064534
75.0,20.0,0.13431453704833984,0.9791274070739746,988,1,1745999849.0081692,1745999850.1216125
75.0,20.0,0.10735058784484863,1.1269328594207764,989,1,1745999886.9973655,1745999888.2316506
76.0,20.0,0.19110894203186035,1.055915117263794,1005,1,1745999854.946634,1745999856.1936593
76.0,20.0,0.11468029022216797,0.9822332859039307,1006,1,1745999892.915711,1745999894.0126262
76.0,20.0,0.07811236381530762,1.0178968906402588,1021,1,1745999822.933093,1745999824.0291042
76.0,20.0,0.12173724174499512,0.9773380756378174,1022,1,1745999860.9706907,1745999862.0697675
76.0,20.0,0.12624430656433105,1.1316885948181152,1023,1,1745999898.9376915,1745999900.1956263
76.0,20.0,0.11131548881530762,0.9738836288452148,1038,1,1745999828.9503744,1745999830.0355747
76.0,20.0,0.11262083053588867,1.1285624504089355,1039,1,1745999866.9883797,1745999868.2295642
76.0,20.0,0.08957171440124512,0.9758758544921875,1040,1,1745999904.9565456,1745999906.0219958
76.0,20.0,0.08856844902038574,1.0606210231781006,1055,1,1745999834.96679,1745999836.115981
76.0,20.0,0.0844869613647461,0.9733524322509766,1056,1,1745999873.0049539,1745999874.0627944
76.0,20.0,0.11172914505004883,1.0480577945709229,1057,1,1745999910.9755008,1745999912.1352885
76.0,20.0,0.11409807205200195,0.9705491065979004,1072,1,1745999840.9853585,1745999842.070007
76.0,20.0,0.17319822311401367,1.0553998947143555,1073,1,1745999878.9201753,1745999880.1487749
76.0,20.0,0.11978554725646973,0.929720401763916,1074,1,1745999916.9481575,1745999917.9976647
76.0,20.0,0.09292292594909668,1.0509841442108154,1089,1,1745999847.0021148,1745999848.1460233
76.0,20.0,0.09397768974304199,0.9765081405639648,1090,1,1745999884.9912066,1745999886.0616941
76.0,20.0,0.09727883338928223,0.9730303287506104,1106,1,1745999852.9411366,1745999854.011447
76.0,20.0,0.10082602500915527,1.1281983852386475,1107,1,1745999891.0088363,1745999892.237862
76.0,20.0,0.08070182800292969,0.9764933586120605,1122,1,1745999820.9230502,1745999821.980247
76.0,20.0,0.13098454475402832,1.1341519355773926,1123,1,1745999858.962952,1745999860.228089
76.0,20.0,0.11532711982727051,0.9749400615692139,1124,1,1745999897.0291052,1745999898.1193736
