prompt_tokens,generation_tokens,ttft,generation_time,launch_time,finish_time
689,275,0.2176520824432373,32.94485664367676,1745998832.0758657,1745998865.2383757
543,332,0.25653719902038574,41.21174931526184,1745998832.1756537,1745998873.6439419
550,286,0.25205373764038086,34.93037939071655,1745998832.2757812,1745998867.458216
499,270,0.2099001407623291,32.596625328063965,1745998832.3753667,1745998865.1818933
1341,240,0.5811223983764648,27.082094192504883,1745998832.4761262,1745998860.1393454
765,125,0.3804738521575928,18.994173526763916,1745998832.5761895,1745998851.9508386
981,181,0.805121660232544,22.329785346984863,1745998832.675563,1745998855.8104725
968,244,0.68705153465271,27.66431188583374,1745998832.7765398,1745998861.1279047
673,51,0.5870866775512695,13.555172443389893,1745998832.8757699,1745998847.0180314
311,475,0.5058877468109131,54.771466970443726,1745998832.975446,1745998888.2528026
1209,77,0.7496976852416992,13.354770183563232,1745998833.0755346,1745998847.1800044
341,160,0.5142345428466797,20.64512014389038,1745998833.1754756,1745998854.3348317
517,250,0.4154469966888428,28.450515747070312,1745998833.275536,1745998862.1415007
477,262,0.45067501068115234,30.273012161254883,1745998833.3755343,1745998864.0992224
1056,162,0.7052216529846191,19.950384378433228,1745998833.475814,1745998854.1314213
222,310,0.1972198486328125,37.46212601661682,1745998833.575518,1745998871.2348652
708,108,0.36602354049682617,16.807434797286987,1745998833.6760445,1745998850.8495042
763,137,0.4072589874267578,17.488770008087158,1745998833.776344,1745998851.6723742
818,460,0.48528385162353516,50.04792594909668,1745998833.8757823,1745998884.408993
875,247,0.556286096572876,26.783374071121216,1745998833.9754694,1745998861.3151314
348,42,0.45499134063720703,10.414310932159424,1745998834.0761454,1745998844.94545
190,130,0.583303689956665,17.564731121063232,1745998834.1759806,1745998852.324017
1071,297,0.48426008224487305,34.55397272109985,1745998834.2756763,1745998869.3139112
1184,327,0.6339693069458008,36.56409001350403,1745998834.3753197,1745998871.5733805
377,30,0.5378067493438721,9.212698221206665,1745998834.47577,1745998844.2262766
924,222,0.6055030822753906,24.098325729370117,1745998834.575818,1745998859.2796483
826,173,0.5079798698425293,19.98729372024536,1745998834.6757927,1745998855.1710682
696,158,0.6547744274139404,18.531253337860107,1745998834.7777128,1745998853.9637418
717,276,0.8157596588134766,31.256255626678467,1745998834.8763456,1745998866.948363
507,246,0.4589657783508301,26.686756134033203,1745998834.9761033,1745998862.1218274
816,321,0.6160299777984619,36.904717683792114,1745998835.0757246,1745998872.596474
351,134,0.4934988021850586,16.18111538887024,1745998835.1756105,1745998851.850226
340,84,0.3969426155090332,12.348511457443237,1745998835.2756476,1745998848.0211036
593,231,0.6393558979034424,24.272220373153687,1745998835.3754337,1745998860.2870114
982,186,0.38530635833740234,20.732362031936646,1745998835.4753406,1745998856.5930114
1214,416,0.4372415542602539,44.45783305168152,1745998835.5765648,1745998880.4716413
899,434,0.33177971839904785,49.27663850784302,1745998835.6752765,1745998885.283696
450,272,0.4195840358734131,30.437947511672974,1745998835.7759697,1745998866.633503
535,250,0.36557960510253906,27.009171962738037,1745998835.8760898,1745998863.2508423
898,250,0.558523416519165,25.60373306274414,1745998835.975542,1745998862.1378
633,120,0.45841312408447266,15.10185170173645,1745998836.0760262,1745998851.6362925
686,95,0.3423919677734375,12.437415599822998,1745998836.176231,1745998848.9560397
1000,146,0.6794183254241943,16.56301736831665,1745998836.27571,1745998853.5181475
487,9,0.3554255962371826,6.647634506225586,1745998836.37581,1745998843.3788729
782,253,0.4841294288635254,27.48978900909424,1745998836.4753346,1745998864.4492548
558,39,0.3401191234588623,9.32856035232544,1745998836.5760207,1745998846.2447026
488,133,0.687901496887207,15.194984674453735,1745998836.6759975,1745998852.5588846
926,433,0.4653787612915039,44.91774010658264,1745998836.7758205,1745998882.1589413
780,350,0.49471044540405273,38.3969452381134,1745998836.8759072,1745998875.7675636
920,298,0.7809979915618896,31.627771377563477,1745998836.9754202,1745998869.384191
614,281,0.6808130741119385,29.516295194625854,1745998837.0759468,1745998867.2730572
1204,112,0.627903938293457,12.426083326339722,1745998837.1760788,1745998850.230068
889,195,1.0243537425994873,18.927492380142212,1745998837.2756104,1745998857.227458
578,272,0.6966960430145264,28.597835779190063,1745998837.3755553,1745998866.670088
738,327,0.8250629901885986,35.15220808982849,1745998837.4755325,1745998873.452805
997,289,0.4994361400604248,30.91273832321167,1745998837.5756772,1745998868.9878528
879,381,0.6235537528991699,39.14939785003662,1745998837.6760721,1745998877.449025
844,326,0.7351765632629395,34.53544545173645,1745998837.775591,1745998873.046214
775,193,0.6260435581207275,19.51828622817993,1745998837.8758605,1745998858.0201914
1596,223,0.6052384376525879,20.763284921646118,1745998837.9764705,1745998859.3449948
895,261,0.5015609264373779,25.332704544067383,1745998838.0811818,1745998863.9154484
1172,302,0.7449665069580078,31.830665826797485,1745998838.1764803,1745998870.7521145
1218,162,0.637012243270874,16.423601627349854,1745998838.2755566,1745998855.3361716
739,391,0.5490331649780273,39.21324586868286,1745998838.3756256,1745998878.137906
810,318,0.4489598274230957,32.81534266471863,1745998838.4762776,1745998871.7405818
1556,51,0.6788187026977539,7.2771546840667725,1745998838.5759768,1745998846.531952
602,150,0.5886547565460205,15.05344843864441,1745998838.6761532,1745998854.3182576
778,206,0.2845144271850586,19.191985368728638,1745998838.7755494,1745998858.2520504
742,254,0.4556255340576172,23.53811001777649,1745998838.8757436,1745998862.8694804
1443,189,0.6488494873046875,18.228321075439453,1745998838.9757428,1745998857.8529143
541,294,0.541691780090332,30.319655418395996,1745998839.0761063,1745998869.937454
