prompt_tokens,generation_tokens,ttft,generation_time,launch_time,finish_time
658,275,0.05095243453979492,5.362360715866089,1746766972.5252085,1746766977.9385219
512,332,0.039368629455566406,6.707210302352905,1746766972.5763361,1746766979.3229156
517,286,0.04044008255004883,5.6859471797943115,1746766972.625321,1746766978.3517084
483,270,0.03224015235900879,5.346203088760376,1746766972.6753767,1746766978.0538201
1309,240,0.034912824630737305,4.696864604949951,1746766972.7256215,1746766977.4573991
742,125,0.039148569107055664,2.2334306240081787,1746766972.7751849,1746766975.0477645
947,181,0.04618692398071289,3.4538588523864746,1746766972.8264182,1746766976.3264642
973,244,0.05928540229797363,4.8637306690216064,1746766972.8753433,1746766977.7983596
646,51,0.041040897369384766,0.8232624530792236,1746766972.9258018,1746766973.7901063
267,475,0.03480410575866699,10.39083480834961,1746766972.975912,1746766983.4015512
1179,77,0.04868674278259277,1.3426156044006348,1746766973.0255382,1746766974.4168408
306,234,0.031264305114746094,4.717013835906982,1746766973.075435,1746766977.8237135
482,250,0.04129910469055176,5.114333629608154,1746766973.12573,1746766978.281363
448,262,0.04040670394897461,5.418986558914185,1746766973.175206,1746766978.6345994
1029,162,0.04040193557739258,3.1616873741149902,1746766973.22593,1746766976.4280195
199,310,0.0380702018737793,6.592554092407227,1746766973.2752035,1746766979.905828
680,108,0.03268718719482422,2.0364913940429688,1746766973.3275669,1746766975.396746
731,137,0.03405141830444336,2.678967237472534,1746766973.3751755,1746766976.0881944
779,460,0.029456138610839844,10.28481936454773,1746766973.4271433,1746766983.741419
845,247,0.05071544647216797,5.201450347900391,1746766973.4750268,1746766978.7271929
323,53,0.04540443420410156,0.98260498046875,1746766973.5274284,1746766974.555438
165,130,0.029848814010620117,2.5857717990875244,1746766973.5751338,1746766976.190755
1041,297,0.043621063232421875,6.448137044906616,1746766973.6259317,1746766980.11769
1128,327,0.05899548530578613,7.18428897857666,1746766973.675517,1746766980.918802
344,30,0.04230189323425293,0.5437202453613281,1746766973.7250931,1746766974.3111165
899,222,0.04547262191772461,4.7296178340911865,1746766973.775611,1746766978.5507016
802,173,0.050726890563964844,3.6053240299224854,1746766973.8255713,1746766977.4816227
647,158,0.0369110107421875,3.2902917861938477,1746766973.8785772,1746766977.2057803
689,276,0.04349470138549805,6.0243308544158936,1746766973.9250987,1746766979.9929245
473,246,0.04751133918762207,5.328591823577881,1746766973.97596,1746766979.3520637
707,321,0.05945730209350586,7.140990972518921,1746766974.0275643,1746766981.228013
326,134,0.03290677070617676,2.768264055252075,1746766974.0754907,1746766976.8766618
312,84,0.033884286880493164,1.6826403141021729,1746766974.1278038,1746766975.8443286
570,231,0.057810068130493164,5.001312732696533,1746766974.180642,1746766979.239765
960,186,0.04655623435974121,3.973952054977417,1746766974.2259831,1746766978.2464917
1188,416,0.06119966506958008,9.489738464355469,1746766974.2779422,1746766983.8288805
887,434,0.05750441551208496,9.921237707138062,1746766974.325984,1746766984.3047264
424,272,0.06041717529296875,6.048886060714722,1746766974.375701,1746766980.4850044
501,227,0.05482959747314453,4.956103563308716,1746766974.4254038,1746766979.4363372
860,250,0.05813932418823242,5.535072565078735,1746766974.4803133,1746766980.0735254
611,120,0.04808974266052246,2.5217881202697754,1746766974.5253139,1746766977.095192
645,90,0.05466437339782715,1.8714015483856201,1746766974.5765986,1746766976.5026648
972,146,0.0567326545715332,3.116755723953247,1746766974.6249826,1746766977.7984712
466,9,0.06025862693786621,0.15409564971923828,1746766974.6756864,1746766974.8900409
747,253,0.0505521297454834,5.646707773208618,1746766974.7252057,1746766980.4224658
532,48,0.05245232582092285,0.9708881378173828,1746766974.7760997,1746766975.7994404
453,129,0.0601649284362793,2.759284019470215,1746766974.830213,1746766977.6496623
896,433,0.0489659309387207,9.97960352897644,1746766974.8754256,1746766984.9039953
743,350,0.054346323013305664,8.059099435806274,1746766974.932444,1746766983.04589
886,298,0.04702568054199219,6.808539390563965,1746766974.9753788,1746766981.8309443
586,281,0.058713436126708984,6.411888360977173,1746766975.0295777,1746766981.5001798
1170,112,0.05704188346862793,2.41361141204834,1746766975.0749931,1746766977.5456467
850,205,0.05665707588195801,4.584049463272095,1746766975.1324956,1746766979.7732027
543,272,0.04946708679199219,6.228271245956421,1746766975.1751578,1746766981.4528964
709,327,0.05641603469848633,7.560307502746582,1746766975.2339146,1746766982.8506384
965,289,0.052633047103881836,6.633667469024658,1746766975.2753427,1746766981.961644
849,381,0.06920099258422852,8.865639448165894,1746766975.325349,1746766984.2601898
809,326,0.0466914176940918,7.538064002990723,1746766975.375235,1746766982.9599907
762,193,0.056296348571777344,4.348626613616943,1746766975.4256246,1746766979.8305478
1560,223,0.06975698471069336,5.0788047313690186,1746766975.476029,1746766980.6245909
874,261,0.059326171875,6.005640029907227,1746766975.5254416,1746766981.590408
1139,302,0.07254314422607422,7.0016350746154785,1746766975.5757065,1746766982.649885
1229,162,0.06552720069885254,3.631577730178833,1746766975.6259615,1746766979.3230667
708,391,0.052559614181518555,9.124494314193726,1746766975.6757069,1746766984.852761
747,318,0.05967378616333008,7.419664621353149,1746766975.7306328,1746766983.2099712
1528,51,0.06374478340148926,1.0996685028076172,1746766975.7758014,1746766976.939215
567,150,0.06798124313354492,3.3571271896362305,1746766975.8256712,1746766979.2507799
742,301,0.05301380157470703,7.011795997619629,1746766975.875968,1746766982.940778
713,254,0.062169551849365234,5.879904508590698,1746766975.933921,1746766981.8759956
1414,189,0.07049894332885742,4.3116066455841064,1746766975.9756129,1746766980.3577187
518,294,0.05433797836303711,6.861036062240601,1746766976.0253677,1746766982.9407425
828,131,0.0608670711517334,2.947922468185425,1746766976.077417,1746766979.0862067
989,175,0.06259608268737793,3.9876277446746826,1746766976.1250672,1746766980.1752913
1360,366,0.060716867446899414,8.552398920059204,1746766976.1756332,1746766984.7887492
1123,67,0.061147451400756836,1.4642493724822998,1746766976.2254183,1746766977.7508154
381,49,0.0666658878326416,1.0767450332641602,1746766976.2755706,1746766977.4189818
299,10,0.061601877212524414,0.2033684253692627,1746766976.326582,1746766976.5915525
1366,177,0.07135558128356934,4.070445537567139,1746766976.3756046,1746766980.517406
1561,266,0.05295133590698242,6.2268030643463135,1746766976.4281433,1746766982.707898
483,144,0.0603640079498291,3.276596784591675,1746766976.4838374,1746766979.8207984
1125,270,0.059876441955566406,6.328067779541016,1746766976.5250268,1746766982.9129713
989,246,0.05155825614929199,5.760577440261841,1746766976.5755243,1746766982.3876605
817,328,0.06598138809204102,7.73115348815918,1746766976.634471,1746766984.4316068
972,238,0.059526681900024414,5.5843284130096436,1746766976.6754014,1746766982.3192568
718,206,0.07718062400817871,4.8100526332855225,1746766976.7260673,1746766981.6133008
1039,508,0.06260299682617188,11.250343084335327,1746766976.7833498,1746766988.0962963
480,107,0.03885054588317871,2.430875539779663,1746766976.8274672,1746766979.2971935
412,185,0.052324771881103516,4.319147348403931,1746766976.8782794,1746766981.249752
813,271,0.05786943435668945,6.383057117462158,1746766976.938378,1746766983.379305
1160,284,0.06417083740234375,6.7416346073150635,1746766976.9770463,1746766983.7828522
1614,305,0.06624555587768555,7.212845325469971,1746766977.0258007,1746766984.3048918
1330,346,0.0711526870727539,8.11736011505127,1746766977.0760016,1746766985.264515
736,318,0.04876899719238281,7.4817609786987305,1746766977.125731,1746766984.6562612
799,275,0.053385257720947266,6.506658315658569,1746766977.18132,1746766983.7413638
1111,214,0.0619814395904541,5.033379077911377,1746766977.225382,1746766982.3207428
815,129,0.07420873641967773,2.987215280532837,1746766977.275712,1746766980.3371367
816,12,0.06534719467163086,0.23975372314453125,1746766977.3305438,1746766977.635645
1123,266,0.06454706192016602,6.300711631774902,1746766977.3761945,1746766983.7414534
485,97,0.049961090087890625,2.233018159866333,1746766977.4257975,1746766979.708777
1093,51,0.05393815040588379,1.1662085056304932,1746766977.4859438,1746766978.7060907
608,137,0.05451512336730957,3.201075315475464,1746766977.5258555,1746766980.7814462
596,51,0.05002140998840332,1.1720061302185059,1746766977.5756633,1746766978.797691
1336,443,0.06827354431152344,9.9232017993927,1746766977.637914,1746766987.6293898
1091,215,0.04860711097717285,5.101917266845703,1746766977.677442,1746766982.8279667
1185,319,0.06603050231933594,7.503525972366333,1746766977.7359629,1746766985.3055198
985,282,0.062101125717163086,6.6827638149261475,1746766977.7770379,1746766984.5219033
1289,189,0.06344795227050781,4.475019454956055,1746766977.8258393,1746766982.3643072
1070,223,0.06557273864746094,5.29069447517395,1746766977.875452,1746766983.2317195
829,293,0.06197381019592285,6.944948434829712,1746766977.9376166,1746766984.944539
1056,248,0.0650334358215332,5.906352281570435,1746766977.9793491,1746766983.950735
1259,307,0.07311820983886719,7.228987455368042,1746766978.0254974,1746766985.3276033
1237,417,0.07340335845947266,9.349435329437256,1746766978.075726,1746766987.498565
1132,210,0.06835317611694336,4.99329948425293,1746766978.1255772,1746766983.1872303
958,193,0.05193376541137695,4.600334882736206,1746766978.1756582,1746766982.8279274
1792,344,0.0781853199005127,7.941253423690796,1746766978.2281644,1746766986.2476037
1193,327,0.06904959678649902,7.598560810089111,1746766978.28149,1746766985.9491007
1450,231,0.05995750427246094,5.503990888595581,1746766978.3272853,1746766983.8912342
1448,84,0.06919145584106445,1.954089879989624,1746766978.3759341,1746766980.3992157
1103,367,0.061089277267456055,8.364976644515991,1746766978.4258714,1746766986.8519375
1063,335,0.06476521492004395,7.7285475730896,1746766978.4754736,1746766986.2687867
1776,10,0.0681467056274414,0.20883774757385254,1746766978.5256634,1746766978.8026483
733,192,0.050440073013305664,4.584183692932129,1746766978.575317,1746766983.2099411
1052,205,0.059651851654052734,4.891770124435425,1746766978.639332,1746766983.5907545
975,229,0.06386590003967285,5.461125135421753,1746766978.6784608,1746766984.203452
1703,174,0.061623573303222656,4.1497273445129395,1746766978.7273228,1746766982.938674
