prompt_tokens,generation_tokens,ttft,generation_time,launch_time,finish_time
658,275,0.0516963005065918,7.845076560974121,1746768140.823785,1746768148.7205582
512,332,0.048052310943603516,9.126460552215576,1746768140.848773,1746768150.023286
517,226,0.04215264320373535,6.425232887268066,1746768140.8742483,1746768147.341634
483,270,0.03899574279785156,7.782415151596069,1746768140.8990417,1746768148.7204528
1309,240,0.034752845764160156,6.9648051261901855,1746768140.9245028,1746768147.9240615
742,125,0.03369307518005371,3.2088160514831543,1746768140.9489055,1746768144.1914148
947,181,0.04018568992614746,5.119826793670654,1746768140.974431,1746768146.134444
973,244,0.05135750770568848,7.07310938835144,1746768140.9990866,1746768148.1235538
646,51,0.04964566230773926,1.1301352977752686,1746768141.0245464,1746768142.2043278
267,475,0.04323434829711914,11.89263916015625,1746768141.0487924,1746768152.984666
1179,77,0.04364371299743652,1.8494195938110352,1746768141.0744414,1746768142.967505
306,234,0.036477088928222656,6.7881224155426025,1746768141.0995193,1746768147.924119
482,250,0.03375124931335449,7.314913749694824,1746768141.1240902,1746768148.4727554
448,262,0.045296430587768555,7.638878107070923,1746768141.1494825,1746768148.8336575
1029,162,0.042649269104003906,4.5259997844696045,1746768141.1745327,1746768145.7431822
199,310,0.03748035430908203,8.656505346298218,1746768141.1992793,1746768149.8932655
680,108,0.03452277183532715,2.8124468326568604,1746768141.2238712,1746768144.070841
731,137,0.04620718955993652,3.757368803024292,1746768141.2488675,1746768145.0524437
779,460,0.03934645652770996,11.60094428062439,1746768141.2738063,1746768152.9140973
845,247,0.03773689270019531,7.257439851760864,1746768141.29954,1746768148.594717
323,53,0.04335927963256836,1.2867655754089355,1746768141.3242443,1746768142.6543696
165,130,0.03492999076843262,3.6120784282684326,1746768141.3512156,1746768144.9982247
1041,297,0.04776883125305176,8.384320735931396,1746768141.3744364,1746768149.8065262
1128,327,0.052985429763793945,9.039299488067627,1746768141.3991008,1746768150.491386
344,30,0.046526432037353516,0.7071058750152588,1746768141.4238098,1746768142.177443
899,222,0.04687356948852539,6.627485752105713,1746768141.449142,1746768148.1235013
802,173,0.04620504379272461,5.164123296737671,1746768141.473821,1746768146.6841497
647,158,0.04466819763183594,4.667144536972046,1746768141.499423,1746768146.2112362
689,276,0.04425311088562012,7.930727005004883,1746768141.5238526,1746768149.498833
473,246,0.0421295166015625,7.2427427768707275,1746768141.548815,1746768148.8336878
707,321,0.049312591552734375,8.88839840888977,1746768141.5741847,1746768150.511896
326,134,0.04178762435913086,3.8470613956451416,1746768141.5995135,1746768145.4883628
312,84,0.03637123107910156,2.262021780014038,1746768141.6243389,1746768143.9227324
570,231,0.05249786376953125,6.8928515911102295,1746768141.649342,1746768148.5946918
960,186,0.05554556846618652,5.552536964416504,1746768141.6736665,1746768147.2817492
1188,416,0.06344485282897949,10.730589866638184,1746768141.6992042,1746768152.4932394
887,434,0.06585502624511719,11.037208795547485,1746768141.7238996,1746768152.8269637
424,272,0.06069135665893555,7.81785249710083,1746768141.749433,1746768149.6279771
501,218,0.06078624725341797,6.637644529342651,1746768141.7744427,1746768148.4728737
860,220,0.06351828575134277,6.61065411567688,1746768141.7987335,1746768148.4729064
611,120,0.054479360580444336,3.5014965534210205,1746768141.8239717,1746768145.3799481
645,91,0.057585954666137695,2.4597644805908203,1746768141.8485596,1746768144.3659103
972,146,0.06180882453918457,4.400759935379028,1746768141.8736646,1746768146.336234
466,9,0.06438970565795898,0.19327092170715332,1746768141.8993406,1746768142.1570027
747,253,0.05180096626281738,7.38627290725708,1746768141.9237041,1746768149.3617783
532,48,0.050081491470336914,1.2815122604370117,1746768141.9490924,1746768143.2806866
453,124,0.04831504821777344,3.6281650066375732,1746768141.9735954,1746768145.650076
896,433,0.050891876220703125,10.948145866394043,1746768142.0033529,1746768153.0023909
743,350,0.04827451705932617,9.403228282928467,1746768142.0280893,1746768151.4795928
886,298,0.04067230224609375,8.353397130966187,1746768142.054896,1746768150.4489658
586,281,0.0538935661315918,7.96544623374939,1746768142.07392,1746768150.09326
1170,112,0.0453944206237793,3.314680337905884,1746768142.102089,1746768145.462164
850,205,0.0472416877746582,6.2975263595581055,1746768142.128024,1746768148.4727924
543,272,0.04831743240356445,7.754537582397461,1746768142.1562958,1746768149.959151
709,327,0.0442812442779541,8.909029006958008,1746768142.180108,1746768151.1334186
965,289,0.04887962341308594,8.126713991165161,1746768142.2062519,1746768150.3818457
849,381,0.05200314521789551,9.96058177947998,1746768142.2303746,1746768152.24296
809,326,0.04534912109375,8.886072158813477,1746768142.255316,1746768151.1867378
762,193,0.05124640464782715,5.903628826141357,1746768142.2803583,1746768148.2352338
1560,223,0.05252838134765625,6.665206432342529,1746768142.2989147,1746768149.0166497
874,261,0.05029940605163574,7.519486665725708,1746768142.3235264,1746768149.8933127
1139,302,0.05220961570739746,8.365359783172607,1746768142.349276,1746768150.7668457
1229,162,0.04163336753845215,4.9776835441589355,1746768142.3821115,1746768147.4014287
708,391,0.0403752326965332,10.101989269256592,1746768142.4069533,1746768152.549318
747,318,0.0699303150177002,8.685195446014404,1746768142.4320252,1746768151.1871512
1528,51,0.09104537963867188,1.4418156147003174,1746768142.452776,1746768143.9856374
567,150,0.0639643669128418,4.657792568206787,1746768142.474516,1746768147.1962733
742,301,0.054555654525756836,8.299281120300293,1746768142.5057838,1746768150.859621
713,254,0.06452178955078125,7.305116891860962,1746768142.5237012,1746768149.89334
1414,189,0.07128119468688965,5.852497100830078,1746768142.549053,1746768148.4728315
518,294,0.07873320579528809,8.134416580200195,1746768142.5742466,1746768150.7873967
