prompt_tokens,generation_tokens,ttft,generation_time,launch_time,finish_time
689,275,0.28551745414733887,21.08338975906372,1745796032.8301528,1745796054.1990612
543,332,0.31351494789123535,26.199196815490723,1745796033.5764756,1745796060.0891886
550,286,0.1889946460723877,22.19119143486023,1745796034.3228166,1745796056.703004
499,270,0.28879308700561523,21.104121685028076,1745796035.0689335,1745796056.4618495
1341,240,0.24630069732666016,18.633272409439087,1745796035.8150487,1745796054.6946228
765,125,0.20063090324401855,9.339295864105225,1745796036.5611625,1745796046.1010902
981,181,0.27246594429016113,13.740342378616333,1745796037.3077939,1745796051.3206034
968,244,0.39052724838256836,19.329904079437256,1745796038.0538018,1745796057.7742338
673,51,0.3850414752960205,3.7683093547821045,1745796038.8010328,1745796042.9543867
311,475,0.2337648868560791,39.32196378707886,1745796039.5470047,1745796079.1027346
1209,77,0.41515445709228516,5.390378475189209,1745796040.2937255,1745796046.0992599
341,147,0.2193586826324463,10.896117448806763,1745796041.0394251,1745796052.1549025
517,250,0.23093914985656738,20.275358200073242,1745796041.7855902,1745796062.2918887
477,262,0.2541530132293701,21.25460934638977,1745796042.5323792,1745796064.041142
1056,162,0.22770309448242188,12.89771580696106,1745796043.2780359,1745796056.4034562
222,310,0.14802789688110352,25.81612253189087,1745796044.0248077,1745796069.9889598
708,108,0.17912864685058594,8.582546710968018,1745796044.7710261,1745796053.5327015
763,137,0.27518153190612793,11.265624761581421,1745796045.5173385,1745796057.058146
818,460,0.22606706619262695,39.652400493621826,1745796046.2632077,1745796086.1416757
875,247,0.21252679824829102,21.073020935058594,1745796047.00971,1745796068.29526
348,42,0.1524348258972168,3.290663480758667,1745796047.7555578,1745796051.1986573
190,130,0.1769886016845703,11.347815752029419,1745796048.5025406,1745796060.0273461
1071,297,0.21042680740356445,25.696699142456055,1745796049.2482579,1745796075.155385
1184,327,0.4093921184539795,28.32238745689392,1745796049.9941697,1745796078.7259502
377,30,0.21353530883789062,2.5189015865325928,1745796050.7407386,1745796053.4731767
924,222,0.3035447597503662,19.058504104614258,1745796051.487368,1745796070.8494182
826,173,0.32799863815307617,14.60927438735962,1745796052.2329519,1745796067.1702263
696,158,0.30423760414123535,13.46706771850586,1745796052.9797676,1745796066.7510738
717,276,0.280245304107666,23.613476514816284,1745796053.7254379,1745796077.6191607
507,246,0.15695858001708984,21.13686227798462,1745796054.4716535,1745796075.7654765
816,321,0.45999813079833984,27.68454074859619,1745796055.218497,1745796083.3630369
351,134,0.25180912017822266,11.31920051574707,1745796055.964797,1745796067.5358078
340,84,0.22255802154541016,7.042184352874756,1745796056.7106204,1745796063.9753642
593,231,0.2527918815612793,19.8416645526886,1745796057.4568594,1745796077.5513175
982,186,0.28727078437805176,15.978789329528809,1745796058.2029455,1745796074.4690068
1214,416,0.3693528175354004,35.67194128036499,1745796058.94968,1745796094.9909751
899,434,0.2694728374481201,37.632888078689575,1745796059.6965516,1745796097.5989141
450,272,0.3027935028076172,23.431523084640503,1745796060.4427154,1745796084.177033
535,247,0.21059417724609375,21.285581350326538,1745796061.1885037,1745796082.6846805
898,250,0.2957265377044678,21.696029663085938,1745796061.934413,1745796083.92617
633,120,0.2137465476989746,10.090669393539429,1745796062.6821444,1745796072.9865613
686,95,0.306438684463501,8.152649164199829,1745796063.4275558,1745796071.8866448
1000,146,0.39303135871887207,12.285429954528809,1745796064.173502,1745796076.851964
487,9,0.20399236679077148,0.4921596050262451,1745796064.9203968,1745796065.6165502
782,253,0.23513031005859375,22.180713176727295,1745796065.665994,1745796088.0818384
558,45,0.207444429397583,3.85762882232666,1745796066.412181,1745796070.477255
488,133,0.3126206398010254,11.443509101867676,1745796067.1583924,1745796078.9145226
926,433,0.3910377025604248,37.85525989532471,1745796067.9047143,1745796106.1510134
780,350,0.34906005859375,30.16131067276001,1745796068.6510813,1745796099.1614525
920,298,0.15698957443237305,25.43639087677002,1745796069.3972604,1745796094.9906416
614,281,0.2061023712158203,24.04695773124695,1745796070.1439607,1745796094.3970218
1204,112,0.31965136528015137,9.395776987075806,1745796070.8896928,1745796080.6051219
889,195,0.24757075309753418,17.207717657089233,1745796071.6388454,1745796089.0941348
578,272,0.22867059707641602,23.733872652053833,1745796072.3823195,1745796096.3448634
738,327,0.2771432399749756,28.739013671875,1745796073.1286242,1745796102.1447818
997,289,0.275421142578125,25.013256311416626,1745796073.8752565,1745796099.163935
879,381,0.2192845344543457,33.1019651889801,1745796074.621086,1745796107.9423366
844,326,0.21301031112670898,28.644326210021973,1745796075.3676596,1745796104.2249968
775,193,0.30725908279418945,16.22104525566101,1745796076.1135662,1745796092.641872
1596,223,0.24469232559204102,19.593233585357666,1745796076.8598912,1745796096.697818
895,261,0.2561502456665039,22.79418706893921,1745796077.6064022,1745796100.656741
1172,302,0.30736804008483887,26.44104027748108,1745796078.3530736,1745796105.1014833
1218,162,0.3006143569946289,13.421304941177368,1745796079.102878,1745796092.8247988
739,386,0.19155526161193848,33.57175064086914,1745796079.8451495,1745796113.6084566
810,318,0.354198694229126,27.62593984603882,1745796080.5911534,1745796108.5712926
1556,51,0.3429415225982666,4.461018800735474,1745796081.3378754,1745796086.1418357
602,150,0.22195863723754883,12.558321714401245,1745796082.0836158,1745796094.8638976
778,206,0.21533870697021484,18.092079639434814,1745796082.8299286,1745796101.1373484
742,254,0.28343796730041504,22.099936723709106,1745796083.5767496,1745796105.9601252
1443,189,0.28159070014953613,16.54084587097168,1745796084.3228981,1745796101.1453354
541,294,0.31473660469055176,25.438663244247437,1745796085.0690742,1745796110.8224754
