prompt_tokens,generation_tokens,ttft,generation_time,user_id,question_id,launch_time,finish_time
21073.0,100.0,0.24781584739685059,2.4116880893707275,3,1,1745610269.8951511,1745610272.5546556
21202.0,100.0,0.32471466064453125,2.9651644229888916,3,2,1745610283.6201074,1745610286.9099872
21073.0,100.0,0.2522258758544922,2.430219888687134,4,1,1745610273.501729,1745610276.1841753
21202.0,100.0,0.2778053283691406,2.7306935787200928,4,2,1745610287.2282872,1745610290.2367873
21331.0,100.0,0.43852877616882324,3.045335531234741,4,3,1745610300.879391,1745610304.363256
21073.0,100.0,0.24646210670471191,2.433917999267578,5,1,1745610277.1095252,1745610279.789906
21202.0,100.0,0.27421140670776367,2.48893141746521,5,2,1745610290.8329597,1745610293.596103
21331.0,100.0,0.2848377227783203,2.5783283710479736,5,3,1745610304.4950225,1745610307.358189
21460.0,100.0,0.42558932304382324,3.0257151126861572,5,4,1745610318.2178109,1745610321.6691163
21073.0,100.0,0.2525293827056885,2.2988364696502686,6,1,1745610267.0904534,1745610269.64182
21202.0,100.0,0.2763397693634033,2.433594226837158,6,2,1745610280.8152127,1745610283.5251474
21331.0,100.0,0.2900204658508301,2.686669111251831,6,3,1745610294.5383854,1745610297.5150757
21460.0,100.0,0.28534960746765137,2.4662246704101562,6,4,1745610308.200805,1745610310.9523802
21589.0,100.0,0.2906796932220459,2.7448034286499023,6,5,1745610321.9250987,1745610324.9605832
21718.0,100.0,0.43789076805114746,3.011111259460449,6,6,1745610335.577732,1745610339.0267346
21073.0,100.0,0.24598479270935059,2.417508602142334,7,1,1745610270.7966592,1745610273.4601533
21202.0,100.0,0.27032899856567383,2.9251856803894043,7,2,1745610284.522385,1745610287.7179005
21331.0,100.0,0.28434157371520996,2.696089744567871,7,3,1745610298.1745713,1745610301.1550035
21460.0,100.0,0.2780799865722656,2.7733421325683594,7,4,1745610311.905857,1745610314.95728
21589.0,100.0,0.28576231002807617,2.7702841758728027,7,5,1745610325.6302774,1745610328.686325
21718.0,100.0,0.27874088287353516,2.771009683609009,7,6,1745610339.2911117,1745610342.340863
21847.0,100.0,0.33939385414123535,3.09979248046875,7,7,1745610353.012856,1745610356.4520433
21073.0,100.0,0.2582993507385254,2.43284010887146,8,1,1745610274.403849,1745610277.094989
21202.0,100.0,0.2698709964752197,2.691028594970703,8,2,1745610288.1297178,1745610291.0906184
21331.0,100.0,0.2928283214569092,3.0058233737945557,8,3,1745610301.786,1745610305.0846522
21460.0,100.0,0.27678894996643066,2.6902337074279785,8,4,1745610315.5139108,1745610318.480934
21589.0,100.0,0.2836894989013672,2.7421631813049316,8,5,1745610329.165633,1745610332.1914868
21718.0,100.0,0.2808835506439209,2.7305004596710205,8,6,1745610342.8969934,1745610345.9083781
21847.0,100.0,0.292478084564209,2.8525614738464355,8,7,1745610356.556865,1745610359.7019057
21073.0,100.0,0.25225067138671875,2.4421281814575195,9,1,1745610278.011103,1745610280.7054825
21202.0,100.0,0.26997900009155273,2.4826223850250244,9,2,1745610291.7344067,1745610294.487009
21331.0,100.0,0.29927778244018555,2.535322427749634,9,3,1745610305.396269,1745610308.2308702
21460.0,100.0,0.28032660484313965,2.9814114570617676,9,4,1745610319.119193,1745610322.3809319
21589.0,100.0,0.28798699378967285,2.511272668838501,9,5,1745610332.7730973,1745610335.5723581
21718.0,100.0,0.28816843032836914,2.5110270977020264,9,6,1745610346.5024972,1745610349.3016937
21847.0,100.0,0.3022630214691162,2.5361168384552,9,7,1745610360.1622994,1745610363.00068
21073.0,100.0,0.2444295883178711,2.356417417526245,10,1,1745610268.0919824,1745610270.6928303
21202.0,100.0,0.2619006633758545,2.920045852661133,10,2,1745610281.8170505,1745610284.9989982
21331.0,100.0,0.276339054107666,2.7152605056762695,10,3,1745610295.5395753,1745610298.5311756
21460.0,100.0,0.26885104179382324,2.9496819972991943,10,4,1745610309.2021496,1745610312.4206839
21589.0,100.0,0.29869723320007324,2.7399709224700928,10,5,1745610322.9264991,1745610325.9651682
21718.0,100.0,0.28395533561706543,2.960376739501953,10,6,1745610336.584626,1745610339.8289592
21847.0,100.0,0.2884984016418457,2.9119486808776855,10,7,1745610350.3081222,1745610353.50857
21976.0,100.0,0.2970256805419922,2.5114662647247314,10,8,1745610363.968179,1745610366.7766716
21073.0,100.0,0.24600720405578613,2.4220025539398193,11,1,1745610271.6981428,1745610274.3661535
21202.0,100.0,0.2790992259979248,2.862346649169922,11,2,1745610285.423268,1745610288.564715
21331.0,100.0,0.295957088470459,2.962808132171631,11,3,1745610299.0758102,1745610302.3345764
21460.0,100.0,0.2774786949157715,2.7554004192352295,11,4,1745610312.8070166,1745610315.839897
21589.0,100.0,0.28725433349609375,2.7727370262145996,11,5,1745610326.461859,1745610329.5218508
21718.0,100.0,0.2861201763153076,2.7485756874084473,11,6,1745610340.1922958,1745610343.2269928
21847.0,100.0,0.29788851737976074,3.0356881618499756,11,7,1745610353.9168115,1745610357.2503893
21073.0,100.0,0.24678611755371094,2.4353275299072266,12,1,1745610275.3059034,1745610277.9880183
21202.0,100.0,0.27939867973327637,2.6773386001586914,12,2,1745610289.0305667,1745610291.9873047
21331.0,100.0,0.29390573501586914,2.94912052154541,12,3,1745610302.6872873,1745610305.9303143
21460.0,100.0,0.2771470546722412,2.9646763801574707,12,4,1745610316.4150116,1745610319.6568356
21589.0,100.0,0.29759979248046875,2.7456917762756348,12,5,1745610330.0666614,1745610333.109954
21718.0,100.0,0.28630805015563965,2.7317309379577637,12,6,1745610343.7981462,1745610346.8161864
21847.0,100.0,0.30579710006713867,2.819880962371826,12,7,1745610357.4580264,1745610360.5837052
21073.0,100.0,0.24521303176879883,2.441087007522583,13,1,1745610278.9125984,1745610281.5988994
21202.0,100.0,0.264782190322876,2.4769351482391357,13,2,1745610292.6362026,1745610295.3779206
21331.0,100.0,0.28307151794433594,2.500959873199463,13,3,1745610306.2974982,1745610309.0815303
21460.0,100.0,0.2775430679321289,2.698639154434204,13,4,1745610320.0202754,1745610322.9964585
21589.0,100.0,0.2996957302093506,2.924114227294922,13,5,1745610333.6744654,1745610336.8982763
21718.0,100.0,0.2918262481689453,2.496213912963867,13,6,1745610347.4038813,1745610350.1919222
21847.0,100.0,0.3043069839477539,2.5216732025146484,13,7,1745610361.0638323,1745610363.889813
21073.0,100.0,0.24728965759277344,2.3911592960357666,14,1,1745610268.9937937,1745610271.6322436
21202.0,100.0,0.2781260013580322,3.0384695529937744,14,2,1745610282.7181973,1745610286.0347943
21331.0,100.0,0.2800171375274658,2.70320725440979,14,3,1745610296.3717048,1745610299.35493
21460.0,100.0,0.2737743854522705,2.9893715381622314,14,4,1745610310.1036012,1745610313.366748
21589.0,100.0,0.29036498069763184,2.7508749961853027,14,5,1745610323.827558,1745610326.868799
21718.0,100.0,0.2906782627105713,2.9150230884552,14,6,1745610337.485883,1745610340.691585
21847.0,100.0,0.29135751724243164,3.022956132888794,14,7,1745610351.2095544,1745610354.523869
21976.0,100.0,0.28995752334594727,2.248765230178833,14,8,1745610364.8696654,1745610367.408389
21073.0,100.0,0.2495431900024414,2.423647880554199,15,1,1745610272.5997522,1745610275.272944
21202.0,100.0,0.27691221237182617,2.7806992530822754,15,2,1745610286.324638,1745610289.3822503
21331.0,100.0,0.2901289463043213,3.0719797611236572,15,3,1745610299.9776044,1745610303.3397145
21460.0,100.0,0.27944040298461914,2.7269132137298584,15,4,1745610313.7115161,1745610316.717871
21589.0,100.0,0.28783559799194336,2.7627251148223877,15,5,1745610327.3629901,1745610330.4135516
21718.0,100.0,0.28630948066711426,2.7297146320343018,15,6,1745610341.094153,1745610344.110178
21847.0,100.0,0.2966468334197998,2.9799129962921143,15,7,1745610354.818145,1745610358.0947056
21073.0,100.0,0.2558565139770508,2.431469678878784,16,1,1745610276.2076733,1745610278.8950005
21202.0,100.0,0.2788064479827881,2.6739675998687744,16,2,1745610289.931707,1745610292.8844814
21331.0,100.0,0.28290271759033203,2.8714237213134766,16,3,1745610303.5923772,1745610306.7467046
21460.0,100.0,0.279146671295166,3.06195068359375,16,4,1745610317.3162403,1745610320.6573389
21589.0,100.0,0.292773962020874,2.7401161193847656,16,5,1745610330.9679196,1745610334.0008109
21718.0,100.0,0.29114341735839844,2.7309656143188477,16,6,1745610344.69975,1745610347.7218597
21847.0,100.0,0.2911345958709717,2.7911510467529297,16,7,1745610358.3591783,1745610361.4414647
21073.0,100.0,0.2248244285583496,2.1622068881988525,17,1,1745610266.182361,1745610268.5693932
21202.0,100.0,0.26532959938049316,2.430004596710205,17,2,1745610279.9138193,1745610282.6091545
21331.0,100.0,0.28122663497924805,2.4683518409729004,17,3,1745610293.6372576,1745610296.3868368
21460.0,100.0,0.27733325958251953,2.469174385070801,17,4,1745610307.2986674,1745610310.0451758
21589.0,100.0,0.29130029678344727,2.787795305252075,17,5,1745610321.0216515,1745610324.1007478
21718.0,100.0,0.2818489074707031,3.0261569023132324,17,6,1745610334.675899,1745610337.9839058
21847.0,100.0,0.30159473419189453,2.4842565059661865,17,7,1745610348.4052997,1745610351.191152
21976.0,100.0,0.2962150573730469,2.499124526977539,17,8,1745610362.0653048,1745610364.860645
21073.0,100.0,0.4076235294342041,2.9816911220550537,18,1,1745610283.5199294,1745610286.9092455
21202.0,100.0,0.2696106433868408,2.520885944366455,18,2,1745610297.173289,1745610299.9637868
21331.0,100.0,0.5087244510650635,2.7643747329711914,18,3,1745610310.9049616,1745610314.1780615
21460.0,100.0,0.28246212005615234,2.773313283920288,18,4,1745610324.628635,1745610327.684411
21589.0,100.0,0.3014414310455322,2.840660333633423,18,5,1745610338.2870817,1745610341.4291842
21718.0,100.0,0.2842898368835449,3.126676321029663,18,6,1745610352.0107906,1745610355.4217572
21847.0,100.0,0.2950608730316162,1.9150121212005615,18,7,1745610365.6718369,1745610367.8819106
21073.0,100.0,0.44820713996887207,3.026425361633301,19,1,1745610300.887011,1745610304.3616445
21202.0,100.0,0.2722921371459961,2.694047451019287,19,2,1745610314.612639,1745610317.5789793
21331.0,100.0,0.27861666679382324,2.766237735748291,19,3,1745610328.2644722,1745610331.3093271
21460.0,100.0,0.2719893455505371,2.706954002380371,19,4,1745610341.9957063,1745610344.974651
21589.0,100.0,0.2891991138458252,2.9228203296661377,19,5,1745610355.719506,1745610358.9315264
21073.0,100.0,0.4334383010864258,3.0076160430908203,20,1,1745610318.2271411,1745610321.6681967
21202.0,100.0,0.27048230171203613,2.548445224761963,20,2,1745610331.8717315,1745610334.6906598
21331.0,100.0,0.2809486389160156,2.5177078247070312,20,3,1745610345.6010609,1745610348.3997183
21460.0,100.0,0.2743363380432129,2.5649335384368896,20,4,1745610359.2607002,1745610362.0999713
21073.0,100.0,0.44158482551574707,2.995271682739258,21,1,1745610335.591312,1745610339.028169
21202.0,100.0,0.2717571258544922,2.496063232421875,21,2,1745610349.3064332,1745610352.0742545
21331.0,100.0,0.2837979793548584,2.4834256172180176,21,3,1745610362.9667814,1745610365.7340057
21073.0,100.0,0.42235374450683594,3.1195168495178223,22,1,1745610352.9123867,1745610356.454258
