prompt_tokens,generation_tokens,ttft,generation_time,user_id,question_id,launch_time,finish_time
21073.0,100.0,0.3885917663574219,1.367164134979248,23,1,1746055071.2671797,1746055073.022936
21202.0,100.0,0.11780953407287598,1.8293609619140625,23,2,1746055121.3478448,1746055123.295016
21073.0,100.0,0.3877372741699219,1.370795488357544,24,1,1746055084.6948657,1746055086.453399
21202.0,100.0,0.117828369140625,1.3742327690124512,24,2,1746055134.7762997,1746055136.2683616
21073.0,100.0,0.37009525299072266,1.3670928478240967,25,1,1746055097.9589188,1746055099.6961083
21202.0,100.0,0.12197256088256836,1.3696517944335938,25,2,1746055148.0016088,1746055149.4932337
21073.0,100.0,0.3902003765106201,1.3718907833099365,26,1,1746055061.3456712,1746055063.1077633
21202.0,100.0,0.1110837459564209,1.3718416690826416,26,2,1746055111.3882923,1746055112.8712182
21073.0,100.0,0.3827664852142334,1.3735873699188232,27,1,1746055074.6734927,1746055076.429847
21202.0,100.0,0.1050872802734375,1.367774248123169,27,2,1746055124.7577946,1746055126.2306576
21073.0,100.0,0.37874674797058105,1.367875337600708,28,1,1746055088.0391538,1746055089.7857764
21202.0,100.0,0.11220598220825195,1.3714609146118164,28,2,1746055138.0825143,1746055139.566182
21073.0,100.0,0.3786792755126953,1.3629333972930908,29,1,1746055101.2669368,1746055103.0085502
21202.0,100.0,0.11397695541381836,1.3720996379852295,29,2,1746055151.3468127,1746055152.83289
21073.0,100.0,0.3746967315673828,1.3662428855895996,30,1,1746055064.6540568,1746055066.394997
21202.0,100.0,0.10888528823852539,1.3745782375335693,30,2,1746055114.6952188,1746055116.178683
21073.0,100.0,0.38994789123535156,1.3749988079071045,31,1,1746055077.980007,1746055079.744954
21202.0,100.0,0.11100411415100098,1.3693435192108154,31,2,1746055128.0645056,1746055129.544854
21073.0,100.0,0.38502001762390137,1.3679711818695068,32,1,1746055091.3456202,1746055093.098612
21202.0,100.0,0.1115415096282959,1.3762247562408447,32,2,1746055141.3887024,1746055142.8764696
21073.0,100.0,0.37882328033447266,1.3672974109649658,33,1,1746055104.6744697,1746055106.4205909
21202.0,100.0,0.10961604118347168,1.3761727809906006,33,2,1746055154.7648754,1746055156.2506645
21073.0,100.0,0.3860752582550049,1.369565486907959,34,1,1746055067.9605863,1746055069.7162275
21202.0,100.0,0.11632823944091797,1.365842580795288,34,2,1746055118.0015385,1746055119.48371
21073.0,100.0,0.3835792541503906,1.3700942993164062,35,1,1746055081.2875369,1746055083.041211
21202.0,100.0,0.10898661613464355,1.3771357536315918,35,2,1746055131.3701065,1746055132.8562293
21073.0,100.0,0.3722069263458252,1.3669116497039795,36,1,1746055094.651659,1746055096.390778
21202.0,100.0,0.10822749137878418,1.3720226287841797,36,2,1746055144.694962,1746055146.1752307
21073.0,100.0,0.3707761764526367,1.3691833019256592,37,1,1746055057.9325118,1746055059.672472
21202.0,100.0,0.10666632652282715,1.365403413772583,37,2,1746055107.981102,1746055109.4531722
21073.0,100.0,0.4290144443511963,1.5284066200256348,38,1,1746055121.3506415,1746055123.308063
